Measure,Country,Time,Value,Flags
As % of the USA (USA=100),Australia,1989,95.774,
As % of the USA (USA=100),Australia,1990,93.455,
As % of the USA (USA=100),Australia,1991,93.509,
As % of the USA (USA=100),Australia,1992,93.491,
As % of the USA (USA=100),Australia,1993,93.779,
As % of the USA (USA=100),Australia,1994,94.876,
As % of the USA (USA=100),Australia,1995,94.67,
As % of the USA (USA=100),Australia,1996,93.812,
As % of the USA (USA=100),Australia,1997,92.193,
As % of the USA (USA=100),Australia,1998,91.313,
As % of the USA (USA=100),Australia,1999,92.746,
As % of the USA (USA=100),Australia,2000,91.648,
As % of the USA (USA=100),Australia,2001,92.373,
As % of the USA (USA=100),Australia,2002,95.651,
As % of the USA (USA=100),Australia,2003,97.392,
As % of the USA (USA=100),Australia,2004,98.002,
As % of the USA (USA=100),Australia,2005,98.282,
As % of the USA (USA=100),Australia,2006,98.605,
As % of the USA (USA=100),Australia,2007,99.914,
As % of the USA (USA=100),Australia,2008,100.918,
As % of the USA (USA=100),Australia,2009,105.556,
As % of the USA (USA=100),Australia,2010,107.899,
As % of the USA (USA=100),Australia,2011,107.194,
As % of the USA (USA=100),Australia,2012,104.12,
As % of the USA (USA=100),Australia,2013,102.684,
"National currency, current prices",Austria,1970,28748.854,
"National currency, current prices",Austria,1971,32094.27,
"National currency, current prices",Austria,1972,36677.199,
"National currency, current prices",Austria,1973,41566.064,
"National currency, current prices",Austria,1974,47310.022,
"National currency, current prices",Austria,1975,50182.001,
"National currency, current prices",Austria,1976,55431.489,
"National currency, current prices",Austria,1977,61275.513,
"National currency, current prices",Austria,1978,64810.949,
"National currency, current prices",Austria,1979,71092.08,
"National currency, current prices",Austria,1980,76359.109,
"National currency, current prices",Austria,1981,81370.314,
"National currency, current prices",Austria,1982,87452.137,
"National currency, current prices",Austria,1983,93179.483,
"National currency, current prices",Austria,1984,97841.799,
"National currency, current prices",Austria,1985,103258.037,
"National currency, current prices",Austria,1986,108751.679,
"National currency, current prices",Austria,1987,112913.812,
"National currency, current prices",Austria,1988,118416.168,
"National currency, current prices",Austria,1989,126666.315,
"National currency, current prices",Austria,1990,136135.48,
"National currency, current prices",Austria,1991,145949.267,
"National currency, current prices",Austria,1992,154188.765,
"National currency, current prices",Austria,1993,159274.556,
"National currency, current prices",Austria,1994,167218.715,
"National currency, current prices",Austria,1995,174794.219,
"National currency, current prices",Austria,1996,180560.066,
"National currency, current prices",Austria,1997,184320.967,
"National currency, current prices",Austria,1998,191911.295,
"National currency, current prices",Austria,1999,199266.448,
"National currency, current prices",Austria,2000,208473.592,
"National currency, current prices",Austria,2001,214200.923,
"National currency, current prices",Austria,2002,220529.174,
"National currency, current prices",Austria,2003,224995.958,
"National currency, current prices",Austria,2004,234707.83,
"National currency, current prices",Austria,2005,245243.414,
"National currency, current prices",Austria,2006,259034.477,
"National currency, current prices",Austria,2007,274019.779,
"National currency, current prices",Austria,2008,282744.235,
"National currency, current prices",Austria,2009,276228.049,
"National currency, current prices",Austria,2010,285165.254,
"National currency, current prices",Austria,2011,299240.432,
"National currency, current prices",Austria,2012,307003.776,
"National currency, current prices",Austria,2013,313196.671,
"National currency, current prices",Austria,1970,3850.363,
"National currency, current prices",Austria,1971,4278.934,
"National currency, current prices",Austria,1972,4862.076,
"National currency, current prices",Austria,1973,5479.656,
"National currency, current prices",Austria,1974,6226.213,
"National currency, current prices",Austria,1975,6621.606,
"National currency, current prices",Austria,1976,7326.853,
"National currency, current prices",Austria,1977,8096.199,
"National currency, current prices",Austria,1978,8570.264,
"National currency, current prices",Austria,1979,9416.887,
"National currency, current prices",Austria,1980,10114.549,
"National currency, current prices",Austria,1981,10750.883,
"National currency, current prices",Austria,1982,11546.147,
"National currency, current prices",Austria,1983,12322.215,
"National currency, current prices",Austria,1984,12939.582,
"National currency, current prices",Austria,1985,13649.472,
"National currency, current prices",Austria,1986,14366.531,
"National currency, current prices",Austria,1987,14906.929,
"National currency, current prices",Austria,1988,15611.235,
"National currency, current prices",Austria,1989,16623.823,
"National currency, current prices",Austria,1990,17730.938,
"National currency, current prices",Austria,1991,18820.286,
"National currency, current prices",Austria,1992,19665.156,
"National currency, current prices",Austria,1993,20146.973,
"National currency, current prices",Austria,1994,21070.593,
"National currency, current prices",Austria,1995,21991.458,
"National currency, current prices",Austria,1996,22686.23,
"National currency, current prices",Austria,1997,23132.532,
"National currency, current prices",Austria,1998,24058.715,
"National currency, current prices",Austria,1999,24932.232,
"National currency, current prices",Austria,2000,26021.578,
"National currency, current prices",Austria,2001,26634.31,
"National currency, current prices",Austria,2002,27286.052,
"National currency, current prices",Austria,2003,27714.852,
"National currency, current prices",Austria,2004,28729.974,
"National currency, current prices",Austria,2005,29815.821,
"National currency, current prices",Austria,2006,31329.96,
"National currency, current prices",Austria,2007,33033.579,
"National currency, current prices",Austria,2008,33977.389,
"National currency, current prices",Austria,2009,33114.981,
"National currency, current prices",Austria,2010,34106.315,
"National currency, current prices",Austria,2011,35672.554,
"National currency, current prices",Austria,2012,36433.948,
"National currency, current prices",Austria,2013,36983.419,
"National currency, current prices",Austria,1976,8.747,
"National currency, current prices",Austria,1977,9.643,
"National currency, current prices",Austria,1978,10.227,
"National currency, current prices",Austria,1979,11.219,
"National currency, current prices",Austria,1980,12.026,
"National currency, current prices",Austria,1981,12.802,
"National currency, current prices",Austria,1982,13.404,
"National currency, current prices",Austria,1983,14.486,
"National currency, current prices",Austria,1984,14.921,
"National currency, current prices",Austria,1985,15.833,
"National currency, current prices",Austria,1986,16.535,
"National currency, current prices",Austria,1987,17.152,
"National currency, current prices",Austria,1988,17.968,
"National currency, current prices",Austria,1989,19.021,
"National currency, current prices",Austria,1990,20.084,
"National currency, current prices",Austria,1991,21.32,
"National currency, current prices",Austria,1992,22.477,
"National currency, current prices",Austria,1993,23.673,
"National currency, current prices",Austria,1994,25.222,
"National currency, current prices",Austria,1995,27.588,
"National currency, current prices",Austria,1996,27.86,
"National currency, current prices",Austria,1997,28.103,
"National currency, current prices",Austria,1998,29.312,
"National currency, current prices",Austria,1999,29.906,
"National currency, current prices",Austria,2000,30.99,
"National currency, current prices",Austria,2001,31.849,
"National currency, current prices",Austria,2002,32.867,
"National currency, current prices",Austria,2003,33.48,
"National currency, current prices",Austria,2004,34.601,
"National currency, current prices",Austria,2005,36.089,
"National currency, current prices",Austria,2006,37.991,
"National currency, current prices",Austria,2007,39.596,
"National currency, current prices",Austria,2008,40.465,
"National currency, current prices",Austria,2009,41.007,
"National currency, current prices",Austria,2010,42.377,
"National currency, current prices",Austria,2011,43.478,
"National currency, current prices",Austria,2012,44.613,
"National currency, current prices",Austria,2013,45.653,
"USD, current prices, current PPPs",Austria,1970,28432.626,
"USD, current prices, current PPPs",Austria,1971,31405.406,
"USD, current prices, current PPPs",Austria,1972,34801.403,
"USD, current prices, current PPPs",Austria,1973,38489.045,
"USD, current prices, current PPPs",Austria,1974,43601.433,
"USD, current prices, current PPPs",Austria,1975,47467.462,
"USD, current prices, current PPPs",Austria,1976,52365.326,
"USD, current prices, current PPPs",Austria,1977,58439.411,
"USD, current prices, current PPPs",Austria,1978,62410.567,
"USD, current prices, current PPPs",Austria,1979,71180.355,
"USD, current prices, current PPPs",Austria,1980,78944.574,
"USD, current prices, current PPPs",Austria,1981,86188.767,
"USD, current prices, current PPPs",Austria,1982,93378.281,
"USD, current prices, current PPPs",Austria,1983,99949.488,
"USD, current prices, current PPPs",Austria,1984,103550.337,
"USD, current prices, current PPPs",Austria,1985,109532.119,
"USD, current prices, current PPPs",Austria,1986,114312.93,
"USD, current prices, current PPPs",Austria,1987,118821.69,
"USD, current prices, current PPPs",Austria,1988,127034.986,
"USD, current prices, current PPPs",Austria,1989,137104.539,
"USD, current prices, current PPPs",Austria,1990,148355.857,
"USD, current prices, current PPPs",Austria,1991,158566.055,
"USD, current prices, current PPPs",Austria,1992,165577.357,
"USD, current prices, current PPPs",Austria,1993,170410.791,
"USD, current prices, current PPPs",Austria,1994,178219.089,
"USD, current prices, current PPPs",Austria,1995,186790.767,
"USD, current prices, current PPPs",Austria,1996,193992.443,
"USD, current prices, current PPPs",Austria,1997,199373.474,
"USD, current prices, current PPPs",Austria,1998,209182.727,
"USD, current prices, current PPPs",Austria,1999,217281.536,
"USD, current prices, current PPPs",Austria,2000,231844.594,
"USD, current prices, current PPPs",Austria,2001,233715.057,
"USD, current prices, current PPPs",Austria,2002,246208.619,
"USD, current prices, current PPPs",Austria,2003,254405.358,
"USD, current prices, current PPPs",Austria,2004,268292.754,
"USD, current prices, current PPPs",Austria,2005,276672.161,
"USD, current prices, current PPPs",Austria,2006,302759.105,
"USD, current prices, current PPPs",Austria,2007,315617.157,
"USD, current prices, current PPPs",Austria,2008,331667.259,
"USD, current prices, current PPPs",Austria,2009,328449.348,
"USD, current prices, current PPPs",Austria,2010,338917.649,
"USD, current prices, current PPPs",Austria,2011,360521.91,
"USD, current prices, current PPPs",Austria,2012,371948.28,
"USD, current prices, current PPPs",Austria,2013,378017.748,
"USD, current prices, current PPPs",Austria,1970,3808.01,
"USD, current prices, current PPPs",Austria,1971,4187.092,
"USD, current prices, current PPPs",Austria,1972,4613.413,
"USD, current prices, current PPPs",Austria,1973,5074.013,
"USD, current prices, current PPPs",Austria,1974,5738.146,
"USD, current prices, current PPPs",Austria,1975,6263.418,
"USD, current prices, current PPPs",Austria,1976,6921.572,
"USD, current prices, current PPPs",Austria,1977,7721.471,
"USD, current prices, current PPPs",Austria,1978,8252.85,
"USD, current prices, current PPPs",Austria,1979,9428.58,
"USD, current prices, current PPPs",Austria,1980,10457.02,
"USD, current prices, current PPPs",Austria,1981,11387.511,
"USD, current prices, current PPPs",Austria,1982,12328.565,
"USD, current prices, current PPPs",Austria,1983,13217.492,
"USD, current prices, current PPPs",Austria,1984,13694.537,
"USD, current prices, current PPPs",Austria,1985,14478.83,
"USD, current prices, current PPPs",Austria,1986,15101.194,
"USD, current prices, current PPPs",Austria,1987,15686.889,
"USD, current prices, current PPPs",Austria,1988,16747.485,
"USD, current prices, current PPPs",Austria,1989,17993.746,
"USD, current prices, current PPPs",Austria,1990,19322.578,
"USD, current prices, current PPPs",Austria,1991,20447.232,
"USD, current prices, current PPPs",Austria,1992,21117.651,
"USD, current prices, current PPPs",Austria,1993,21555.619,
"USD, current prices, current PPPs",Austria,1994,22456.709,
"USD, current prices, current PPPs",Austria,1995,23500.784,
"USD, current prices, current PPPs",Austria,1996,24373.923,
"USD, current prices, current PPPs",Austria,1997,25021.643,
"USD, current prices, current PPPs",Austria,1998,26223.926,
"USD, current prices, current PPPs",Austria,1999,27186.281,
"USD, current prices, current PPPs",Austria,2000,28938.736,
"USD, current prices, current PPPs",Austria,2001,29060.749,
"USD, current prices, current PPPs",Austria,2002,30463.367,
"USD, current prices, current PPPs",Austria,2003,31337.482,
"USD, current prices, current PPPs",Austria,2004,32841.017,
"USD, current prices, current PPPs",Austria,2005,33636.816,
"USD, current prices, current PPPs",Austria,2006,36618.409,
"USD, current prices, current PPPs",Austria,2007,38048.218,
"USD, current prices, current PPPs",Austria,2008,39856.471,
"USD, current prices, current PPPs",Austria,2009,39375.414,
"USD, current prices, current PPPs",Austria,2010,40535.205,
"USD, current prices, current PPPs",Austria,2011,42977.94,
"USD, current prices, current PPPs",Austria,2012,44141.295,
